Symbol,Type,EntryTimeUTC,EntryPrice,LotSize,SL,TP,ExitTimeUTC,ExitPrice,Status,Commission,PnL_Currency,BalanceAfterTrade
GBPJPY,BUY,2025-04-15 10:40:00+00:00,189.287,0.01,189.11,189.995,2025-04-15 11:00:00+00:00,189.11,SL_HIT,0.15,-1.3614492217978216,2929.080188271638
BTCXAU,BUY,2025-04-15 12:10:00+00:00,26.58055,0.01,26.52118,26.81803,2025-04-15 13:45:00+00:00,26.81803,TP_HIT,0.2,7.7998130248000495,2936.880001296438
BTCJPY,SELL,2025-04-16 04:20:00+00:00,11914731.0,0.01,11938926.0,11817951.0,2025-04-16 05:05:00+00:00,11938926.0,SL_HIT,0.21,-1.8659894870847193,2935.014011809353
BTCJPY,SELL,2025-04-16 05:30:00+00:00,11923810.0,0.01,11947892.0,11827482.0,2025-04-16 05:45:00+00:00,11879234.0,SL_HIT,0.21,2.840935622082598,2937.854947431436
BTCJPY,SELL,2025-04-16 05:55:00+00:00,11857762.0,0.01,11887609.0,11738374.0,2025-04-16 06:15:00+00:00,11887609.0,SL_HIT,0.21,-2.2528319165537347,2935.6021155148824
BTCXAU,SELL,2025-04-16 07:15:00+00:00,25.35643,0.01,25.42819,25.06939,2025-04-16 08:15:00+00:00,25.06939,TP_HIT,0.2,9.469304070400037,2945.0714195852825
ETHUSD,SELL,2025-04-16 08:20:00+00:00,1571.65,0.1,1578.81,1543.01,2025-04-16 08:30:00+00:00,1575.37,SL_HIT,0.3,-0.67199999999998,2944.3994195852824
XAUUSD,BUY,2025-04-16 09:00:00+00:00,3303.791,0.01,3294.447,3341.167,2025-04-16 11:25:00+00:00,3294.447,SL_HIT,0.11,-9.45400000000005,2934.9454195852823
USDCHF,SELL,2025-04-16 12:05:00+00:00,0.81593,0.01,0.81705,0.81145,2025-04-16 13:35:00+00:00,0.81522,SL_HIT,0.1,0.7678645642343226,2935.7132841495168
ETHUSD,SELL,2025-04-16 13:55:00+00:00,1567.88,0.1,1573.99,1543.44,2025-04-16 14:05:00+00:00,1573.99,SL_HIT,0.3,-0.91099999999999,2934.8022841495167
USOIL,BUY,2025-04-16 14:15:00+00:00,61.816,0.01,61.62,62.6,2025-04-16 15:00:00+00:00,61.791,SL_HIT,0.16,-0.4100000000000569,2934.392284149517
BTCUSD,BUY,2025-04-17 07:25:00+00:00,84896.68,0.01,84721.36,85597.96,2025-04-17 07:40:00+00:00,84750.64,SL_HIT,0.16,-1.620399999999936,2932.771884149517
EURUSD,BUY,2025-04-17 07:50:00+00:00,1.13712,0.01,1.13613,1.14108,2025-04-17 09:15:00+00:00,1.13715,SL_HIT,0.07,-0.03999999999980347,2932.731884149517
BTCUSD,BUY,2025-04-17 11:40:00+00:00,84435.17,0.01,84288.4,85022.25,2025-04-17 13:00:00+00:00,84680.05,SL_HIT,0.16,2.2888000000000464,2935.0206841495174
GBPUSD,BUY,2025-04-17 13:55:00+00:00,1.32602,0.01,1.32478,1.33098,2025-04-17 14:40:00+00:00,1.32544,SL_HIT,0.09,-0.6700000000000248,2934.3506841495173
BTCXAU,SELL,2025-04-18 07:20:00+00:00,25.41922,0.01,25.4477,25.3053,2025-04-18 07:45:00+00:00,25.42168,SL_HIT,0.2,-0.28286819959997445,2934.0678159499175
GBPJPY,BUY,2025-04-18 09:45:00+00:00,188.933,0.01,188.84,189.305,2025-04-18 10:20:00+00:00,188.84,SL_HIT,0.15,-0.78652416738525,2933.281291782532
GBPUSD,BUY,2025-04-18 10:50:00+00:00,1.32716,0.01,1.32667,1.32912,2025-04-18 13:00:00+00:00,1.32712,SL_HIT,0.09,-0.12999999999981796,2933.1512917825326
BTCXAU,SELL,2025-04-18 13:05:00+00:00,25.38859,0.01,25.41487,25.28347,2025-04-18 14:00:00+00:00,25.41487,SL_HIT,0.2,-1.0852749127999954,2932.0660168697327
BTCXAU,SELL,2025-04-18 14:10:00+00:00,25.38859,0.01,25.41454,25.28479,2025-04-18 15:00:00+00:00,25.41399,SL_HIT,0.2,-1.0556310039999206,2931.0103858657326
BTCUSD,BUY,2025-04-19 08:35:00+00:00,85263.59,0.01,85163.44,85664.19,2025-04-19 09:30:00+00:00,85249.1,SL_HIT,0.16,-0.3048999999999069,2930.7054858657325
BTCUSD,BUY,2025-04-19 09:40:00+00:00,85263.59,0.01,85164.58,85659.63,2025-04-19 09:50:00+00:00,85323.15,SL_HIT,0.16,0.4355999999999767,2931.1410858657323
BTCJPY,BUY,2025-04-19 09:55:00+00:00,12114490.0,0.01,12103044.0,12160274.0,2025-04-19 10:25:00+00:00,12103044.0,SL_HIT,0.21,-0.9934038300959577,2930.1476820356365
BTCUSD,BUY,2025-04-19 12:35:00+00:00,85283.84,0.01,85185.03,85679.08,2025-04-19 12:45:00+00:00,85185.03,SL_HIT,0.16,-1.1480999999999768,2928.9995820356366
BTCUSD,BUY,2025-04-19 13:10:00+00:00,85302.06,0.01,85211.22,85665.42,2025-04-19 15:00:00+00:00,85360.57,SL_HIT,0.16,0.42510000000009307,2929.4246820356366
BTCJPY,BUY,2025-04-19 15:05:00+00:00,12121494.0,0.01,12110938.0,12163718.0,2025-04-19 15:15:00+00:00,12130712.0,SL_HIT,0.21,0.4209118037589148,2929.8455938393954
BTCUSD,BUY,2025-04-19 15:25:00+00:00,85290.53,0.01,85200.67,85649.97,2025-04-19 15:30:00+00:00,85649.97,TP_HIT,0.16,3.434400000000023,2933.2799938393955
BTCJPY,BUY,2025-04-20 01:55:00+00:00,12118813.0,0.01,12105985.0,12170125.0,2025-04-20 02:20:00+00:00,12105985.0,SL_HIT,0.21,-1.087992690238594,2932.192001149157
BTCXAU,SELL,2025-04-20 08:05:00+00:00,25.44407,0.01,25.47648,25.31443,2025-04-20 10:40:00+00:00,25.31443,TP_HIT,0.2,4.167086746399947,2936.359087895557
BTCXAU,SELL,2025-04-20 10:50:00+00:00,25.44407,0.01,25.47486,25.32091,2025-04-20 10:55:00+00:00,25.32091,TP_HIT,0.2,3.948799781599953,2940.307887677157
BTCJPY,SELL,2025-04-20 11:25:00+00:00,11943405.0,0.01,11961558.0,11870793.0,2025-04-20 12:00:00+00:00,11952469.0,SL_HIT,0.21,-0.8303715110946847,2939.4775161660623
ETHUSD,SELL,2025-04-20 12:55:00+00:00,1574.13,0.1,1579.02,1554.57,2025-04-20 13:25:00+00:00,1575.23,SL_HIT,0.3,-0.4099999999999909,2939.0675161660624
AUDJPY,SELL,2025-04-21 00:30:00+00:00,90.393,0.01,90.49,90.005,2025-04-21 01:25:00+00:00,90.146,SL_HIT,0.09,1.6005534338083303,2940.6680695998707
AUDJPY,SELL,2025-04-21 01:35:00+00:00,90.39,0.01,90.487,90.002,2025-04-21 02:15:00+00:00,90.002,TP_HIT,0.09,2.5656062037151472,2943.233675803586
BTCJPY,BUY,2025-04-21 02:20:00+00:00,12067276.0,0.01,12038697.0,12181592.0,2025-04-21 02:25:00+00:00,12181592.0,TP_HIT,0.21,7.6141824428839335,2950.84785824647
BTCJPY,BUY,2025-04-21 05:45:00+00:00,12308285.0,0.01,12280740.0,12418465.0,2025-04-21 06:35:00+00:00,12294350.0,SL_HIT,0.21,-1.1637595991951049,2949.684098647275
BTCJPY,BUY,2025-04-21 07:00:00+00:00,12320679.0,0.01,12295366.0,12421931.0,2025-04-21 07:20:00+00:00,12295366.0,SL_HIT,0.21,-1.9425092740886754,2947.7415893731863
BTCXAU,BUY,2025-04-21 08:20:00+00:00,25.85444,0.01,25.80404,26.05604,2025-04-21 08:45:00+00:00,25.80404,SL_HIT,0.2,-1.8977875039999923,2945.8438018691863
ETHUSD,BUY,2025-04-21 08:55:00+00:00,1647.6,0.1,1642.67,1667.32,2025-04-21 09:10:00+00:00,1646.05,SL_HIT,0.3,-0.45499999999999546,2945.3888018691864
USDCHF,SELL,2025-04-21 09:35:00+00:00,0.80419,0.01,0.80523,0.80003,2025-04-21 09:45:00+00:00,0.80523,SL_HIT,0.1,-1.3712382349346546,2944.017563634252
BTCJPY,BUY,2025-04-22 00:55:00+00:00,12358286.0,0.01,12326219.0,12486554.0,2025-04-22 01:00:00+00:00,12326219.0,SL_HIT,0.21,-2.404776395219909,2941.612787239032
BTCJPY,BUY,2025-04-22 01:10:00+00:00,12343246.0,0.01,12310112.0,12475782.0,2025-04-22 01:20:00+00:00,12475782.0,TP_HIT,0.21,8.861222263288296,2950.4740095023203
AUDJPY,SELL,2025-04-22 02:35:00+00:00,90.309,0.01,90.405,89.925,2025-04-22 03:35:00+00:00,90.222,SL_HIT,0.09,0.5054580920701636,2950.9794675943904
AUDJPY,SELL,2025-04-22 03:50:00+00:00,90.132,0.01,90.231,89.736,2025-04-22 05:50:00+00:00,90.08,SL_HIT,0.09,0.26590598606495774,2951.245373580455
BTCUSD,BUY,2025-04-22 07:30:00+00:00,88296.51,0.01,88123.48,88988.63,2025-04-22 08:20:00+00:00,88482.73,SL_HIT,0.16,1.7022000000000117,2952.9475735804554
BTCJPY,BUY,2025-04-22 08:25:00+00:00,12396306.0,0.01,12368859.0,12506094.0,2025-04-22 09:10:00+00:00,12413989.0,SL_HIT,0.21,1.000285682997276,2953.9478592634528
ETHUSD,BUY,2025-04-22 09:25:00+00:00,1629.61,0.1,1622.71,1657.21,2025-04-22 09:50:00+00:00,1622.71,SL_HIT,0.3,-0.9899999999999864,2952.957859263453
GBPJPY,SELL,2025-04-22 10:30:00+00:00,187.6,0.01,187.771,186.916,2025-04-22 12:20:00+00:00,187.771,SL_HIT,0.15,-1.3203831464826377,2951.6374761169704
BTCJPY,BUY,2025-04-22 12:25:00+00:00,12435089.0,0.01,12414113.0,12518993.0,2025-04-22 12:40:00+00:00,12447382.0,SL_HIT,0.21,0.6313754397492232,2952.2688515567197
BTCJPY,BUY,2025-04-22 12:55:00+00:00,12488590.0,0.01,12456854.0,12615534.0,2025-04-22 13:15:00+00:00,12615534.0,TP_HIT,0.21,8.4784864413508,2960.7473379980706
BTCJPY,BUY,2025-04-22 13:25:00+00:00,12488590.0,0.01,12456750.0,12615950.0,2025-04-22 13:30:00+00:00,12615950.0,TP_HIT,0.21,8.506958920235993,2969.2542969183064
ETHUSD,BUY,2025-04-22 13:40:00+00:00,1637.12,0.1,1630.91,1661.96,2025-04-22 13:55:00+00:00,1635.7,SL_HIT,0.3,-0.4419999999999845,2968.8122969183064
BTCXAU,BUY,2025-04-22 14:45:00+00:00,26.48765,0.01,26.33055,27.11605,2025-04-22 15:40:00+00:00,26.43735,SL_HIT,0.2,-1.8944188780000004,2966.9178780403063
ETHUSD,BUY,2025-04-22 15:45:00+00:00,1653.75,0.1,1643.74,1693.79,2025-04-22 15:50:00+00:00,1693.79,TP_HIT,0.3,3.703999999999997,2970.6218780403065
AUDJPY,BUY,2025-04-23 01:15:00+00:00,90.959,0.01,90.826,91.491,2025-04-23 01:30:00+00:00,90.826,SL_HIT,0.09,-1.0002980028199375,2969.6215800374866
BTCJPY,BUY,2025-04-23 04:45:00+00:00,13249995.0,0.01,13216916.0,13382311.0,2025-04-23 06:20:00+00:00,13271173.0,SL_HIT,0.21,1.239495571708212,2970.861075609195
BTCXAU,BUY,2025-04-23 07:55:00+00:00,28.37584,0.01,28.27205,28.791,2025-04-23 09:15:00+00:00,28.27372,SL_HIT,0.2,-3.640040871199977,2967.2210347379946
GBPJPY,BUY,2025-04-23 10:00:00+00:00,188.95,0.01,188.787,189.602,2025-04-23 10:25:00+00:00,188.787,SL_HIT,0.15,-1.2656283793956613,2965.955406358599
ETHUSD,BUY,2025-04-23 10:30:00+00:00,1795.94,0.1,1788.91,1824.06,2025-04-23 11:40:00+00:00,1799.98,SL_HIT,0.3,0.10399999999999637,2966.0594063585986
ETHUSD,BUY,2025-04-23 12:15:00+00:00,1803.51,0.1,1794.64,1838.99,2025-04-23 12:35:00+00:00,1808.84,SL_HIT,0.3,0.2329999999999927,2966.292406358599
XAUUSD,SELL,2025-04-23 12:50:00+00:00,3318.614,0.01,3327.52,3282.99,2025-04-23 13:40:00+00:00,3282.99,TP_HIT,0.11,35.51400000000025,3001.806406358599
BTCXAU,BUY,2025-04-23 13:45:00+00:00,28.24725,0.01,28.14791,28.64461,2025-04-23 13:50:00+00:00,28.64461,TP_HIT,0.2,13.185572273599968,3014.991978632199
XAUUSD,SELL,2025-04-23 14:00:00+00:00,3317.852,0.01,3326.885,3281.72,2025-04-23 14:05:00+00:00,3281.72,TP_HIT,0.11,36.02200000000006,3051.013978632199
BTCXAU,BUY,2025-04-23 14:10:00+00:00,28.24725,0.01,28.14894,28.64049,2025-04-23 14:20:00+00:00,28.24674,SL_HIT,0.2,-0.21717999260006768,3050.796798639599
GBPJPY,BUY,2025-04-24 08:15:00+00:00,189.677,0.01,189.517,190.317,2025-04-24 09:05:00+00:00,189.673,SL_HIT,0.15,-0.17737738354339094,3050.6194212560554
GBPJPY,BUY,2025-04-24 09:15:00+00:00,189.648,0.01,189.489,190.284,2025-04-24 09:40:00+00:00,189.705,SL_HIT,0.15,0.24012771549434228,3050.85954897155
GBPJPY,BUY,2025-04-24 11:40:00+00:00,189.677,0.01,189.548,190.193,2025-04-24 12:25:00+00:00,189.548,SL_HIT,0.15,-1.032920619276352,3049.8266283522735
BTCJPY,BUY,2025-04-25 00:35:00+00:00,13433143.0,0.01,13399890.0,13566155.0,2025-04-25 01:15:00+00:00,13428416.0,SL_HIT,0.21,-0.5335322300247766,3049.2930961222487
BTCJPY,BUY,2025-04-25 05:15:00+00:00,13384211.0,0.01,13352041.0,13512891.0,2025-04-25 05:55:00+00:00,13389024.0,SL_HIT,0.21,0.1194183674866193,3049.4125144897353
BTCJPY,BUY,2025-04-25 06:05:00+00:00,13393451.0,0.01,13362312.0,13518007.0,2025-04-25 07:10:00+00:00,13420097.0,SL_HIT,0.21,1.6137444047472382,3051.0262588944825
BTCUSD,BUY,2025-04-25 07:55:00+00:00,93776.87,0.01,93588.56,94530.11,2025-04-25 09:05:00+00:00,93588.56,SL_HIT,0.16,-2.043099999999977,3048.9831588944826
BTCUSD,BUY,2025-04-25 09:30:00+00:00,93689.41,0.01,93519.06,94370.81,2025-04-25 10:20:00+00:00,93682.97,SL_HIT,0.16,-0.2244000000000233,3048.7587588944825
XAUUSD,SELL,2025-04-25 11:25:00+00:00,3297.036,0.01,3302.47,3275.3,2025-04-25 12:00:00+00:00,3298.748,SL_HIT,0.11,-1.8219999999999892,3046.9367588944824
GBPUSD,BUY,2025-04-25 12:15:00+00:00,1.33167,0.01,1.33088,1.33483,2025-04-25 13:05:00+00:00,1.33178,SL_HIT,0.09,0.020000000000054488,3046.9567588944824
GBPUSD,BUY,2025-04-25 13:15:00+00:00,1.33158,0.01,1.33077,1.33482,2025-04-25 13:40:00+00:00,1.33077,SL_HIT,0.09,-0.8999999999999774,3046.0567588944823
BTCXAU,BUY,2025-04-25 14:00:00+00:00,28.86199,0.01,28.73345,29.37615,2025-04-25 15:35:00+00:00,28.9914,SL_HIT,0.2,4.1593389066,3050.2160978010825
BTCJPY,BUY,2025-04-26 01:20:00+00:00,13644418.0,0.01,13616884.0,13754554.0,2025-04-26 01:55:00+00:00,13649122.0,SL_HIT,0.21,0.11195803047102784,3050.3280558315537
ETHUSD,BUY,2025-04-26 10:40:00+00:00,1810.3,0.1,1801.64,1844.94,2025-04-26 11:00:00+00:00,1801.64,SL_HIT,0.3,-1.1659999999999855,3049.1620558315535
BTCJPY,BUY,2025-04-27 00:20:00+00:00,13611715.0,0.01,13590622.0,13696087.0,2025-04-27 01:15:00+00:00,13623362.0,SL_HIT,0.21,0.5871609653265438,3049.74921679688
ETHUSD,BUY,2025-04-27 08:20:00+00:00,1804.19,0.1,1799.98,1821.03,2025-04-27 09:00:00+00:00,1808.1,SL_HIT,0.3,0.09099999999998548,3049.8402167968798
ETHUSD,BUY,2025-04-27 09:45:00+00:00,1809.67,0.1,1805.2,1827.55,2025-04-27 11:05:00+00:00,1805.2,SL_HIT,0.3,-0.7470000000000028,3049.09321679688
XAUUSD,SELL,2025-04-28 07:25:00+00:00,3280.191,0.01,3286.48,3255.035,2025-04-28 07:35:00+00:00,3286.48,SL_HIT,0.11,-6.399000000000215,3042.6942167968796
EURUSD,SELL,2025-04-28 08:05:00+00:00,1.13497,0.01,1.13588,1.13133,2025-04-28 08:35:00+00:00,1.13492,SL_HIT,0.07,-0.01999999999989449,3042.6742167968796
BTCXAU,BUY,2025-04-28 08:50:00+00:00,28.83951,0.01,28.75938,29.16003,2025-04-28 10:05:00+00:00,28.87181,SL_HIT,0.2,0.8880661979999775,3043.5622829948798
XAUUSD,SELL,2025-04-28 10:15:00+00:00,3286.957,0.01,3293.853,3259.373,2025-04-28 10:25:00+00:00,3282.455,SL_HIT,0.11,4.391999999999952,3047.9542829948796
BTCUSD,BUY,2025-04-28 10:55:00+00:00,94800.27,0.01,94619.9,95521.75,2025-04-28 11:40:00+00:00,95521.75,TP_HIT,0.16,7.054799999999959,3055.0090829948795
BTCXAU,BUY,2025-04-28 11:45:00+00:00,28.94714,0.01,28.88397,29.19982,2025-04-28 12:00:00+00:00,28.88397,SL_HIT,0.2,-2.3279610441999834,3052.6811219506794
GBPUSD,BUY,2025-04-28 12:15:00+00:00,1.3347,0.01,1.33378,1.33838,2025-04-28 14:25:00+00:00,1.33838,TP_HIT,0.09,3.5899999999999053,3056.271121950679
EURUSD,BUY,2025-04-29 07:30:00+00:00,1.14,0.01,1.13916,1.14336,2025-04-29 08:10:00+00:00,1.13927,SL_HIT,0.07,-0.7999999999998975,3055.4711219506794
GBPUSD,BUY,2025-04-29 08:15:00+00:00,1.34189,0.01,1.34101,1.34541,2025-04-29 08:50:00+00:00,1.34101,SL_HIT,0.09,-0.9699999999999918,3054.5011219506796
GBPJPY,BUY,2025-04-29 09:05:00+00:00,191.2,0.01,191.062,191.752,2025-04-29 10:15:00+00:00,191.125,SL_HIT,0.15,-0.6633259414396989,3053.83779600924
BTCJPY,BUY,2025-04-29 10:35:00+00:00,13550272.0,0.01,13525605.0,13648940.0,2025-04-29 10:45:00+00:00,13525605.0,SL_HIT,0.21,-1.898294799665996,3051.939501209574
ETHUSD,BUY,2025-04-29 11:20:00+00:00,1833.08,0.1,1825.59,1863.04,2025-04-29 12:30:00+00:00,1825.59,SL_HIT,0.3,-1.049000000000001,3050.890501209574
BTCJPY,BUY,2025-04-30 04:55:00+00:00,13552729.0,0.01,13523153.0,13671033.0,2025-04-30 05:45:00+00:00,13523153.0,SL_HIT,0.21,-2.2342837392030446,3048.656217470371
BTCJPY,BUY,2025-04-30 06:15:00+00:00,13532007.0,0.01,13509836.0,13620691.0,2025-04-30 06:40:00+00:00,13509836.0,SL_HIT,0.21,-1.7274599263548382,3046.928757544016
GBPJPY,BUY,2025-04-30 07:15:00+00:00,191.114,0.01,191.012,191.522,2025-04-30 08:00:00+00:00,191.012,SL_HIT,0.15,-0.8481232803581228,3046.080634263658
GBPJPY,BUY,2025-04-30 08:10:00+00:00,191.114,0.01,191.009,191.534,2025-04-30 08:25:00+00:00,191.009,SL_HIT,0.15,-0.8686563180158118,3045.211977945642
EURUSD,SELL,2025-04-30 08:35:00+00:00,1.13691,0.01,1.13787,1.13307,2025-04-30 09:40:00+00:00,1.13787,SL_HIT,0.07,-1.02999999999985,3044.1819779456423
AUDJPY,BUY,2025-05-01 01:20:00+00:00,91.734,0.01,91.663,92.018,2025-05-01 02:50:00+00:00,91.835,SL_HIT,0.09,0.6012789344722264,3044.7832568801145
AUDJPY,BUY,2025-05-01 03:25:00+00:00,91.966,0.01,91.889,92.274,2025-05-01 04:20:00+00:00,92.011,SL_HIT,0.09,0.21799556486387764,3045.0012524449785
BTCJPY,BUY,2025-05-01 04:25:00+00:00,13588173.0,0.01,13561721.0,13693981.0,2025-05-01 05:30:00+00:00,13693981.0,TP_HIT,0.21,7.031865494914651,3052.033117939893
AUDJPY,BUY,2025-05-01 05:40:00+00:00,91.939,0.01,91.865,92.235,2025-05-01 05:50:00+00:00,92.081,SL_HIT,0.09,0.8818971157927131,3052.9150150556857
BTCJPY,BUY,2025-05-01 05:55:00+00:00,13587356.0,0.01,13561369.0,13691304.0,2025-05-01 06:00:00+00:00,13691304.0,TP_HIT,0.21,6.9045606614375865,3059.8195757171234
BTCJPY,BUY,2025-05-01 06:55:00+00:00,13721105.0,0.01,13694933.0,13825793.0,2025-05-01 08:05:00+00:00,13694933.0,SL_HIT,0.21,-2.0013022052482445,3057.8182735118753
BTCUSD,BUY,2025-05-01 08:25:00+00:00,95081.4,0.01,94953.5,95593.0,2025-05-01 09:50:00+00:00,95593.0,TP_HIT,0.16,4.956000000000058,3062.7742735118754
BTCJPY,BUY,2025-05-01 09:55:00+00:00,13726832.0,0.01,13703278.0,13821048.0,2025-05-01 10:05:00+00:00,13821048.0,TP_HIT,0.21,6.238468919825332,3069.0127424317006
BTCXAU,BUY,2025-05-01 10:10:00+00:00,29.42213,0.01,29.36292,29.65897,2025-05-01 10:15:00+00:00,29.65897,TP_HIT,0.2,7.778253818400027,3076.7909962501008
ETHUSD,BUY,2025-05-01 10:20:00+00:00,1816.07,0.1,1811.59,1833.99,2025-05-01 10:25:00+00:00,1833.99,TP_HIT,0.3,1.4920000000000073,3078.282996250101
BTCUSD,BUY,2025-05-01 10:35:00+00:00,95139.56,0.01,95006.25,95672.8,2025-05-01 10:40:00+00:00,95672.8,TP_HIT,0.16,5.172400000000052,3083.455396250101
BTCJPY,BUY,2025-05-01 10:45:00+00:00,13732016.0,0.01,13708276.0,13826976.0,2025-05-01 10:50:00+00:00,13826976.0,TP_HIT,0.21,6.289390853216158,3089.744787103317
BTCXAU,BUY,2025-05-01 10:55:00+00:00,29.42248,0.01,29.36346,29.65856,2025-05-01 11:00:00+00:00,29.65856,TP_HIT,0.2,7.7526522608000406,3097.497439364117
GBPJPY,BUY,2025-05-01 11:30:00+00:00,192.466,0.01,192.342,192.962,2025-05-01 12:30:00+00:00,192.465,SL_HIT,0.15,-0.15684434588589635,3097.340595018231
BTCUSD,BUY,2025-05-01 12:35:00+00:00,96251.93,0.01,95999.35,97262.25,2025-05-01 13:30:00+00:00,96443.97,SL_HIT,0.16,1.7604000000000817,3099.100995018231
GBPJPY,BUY,2025-05-01 13:50:00+00:00,192.719,0.01,192.553,193.383,2025-05-01 15:45:00+00:00,193.171,SL_HIT,0.15,2.943644340410375,3102.0446393586412
AUDJPY,BUY,2025-05-02 00:15:00+00:00,92.921,0.01,92.851,93.201,2025-05-02 00:20:00+00:00,93.201,TP_HIT,0.09,1.8264168480417433,3103.871056206683
AUDJPY,BUY,2025-05-02 00:30:00+00:00,92.935,0.01,92.865,93.215,2025-05-02 00:35:00+00:00,93.215,TP_HIT,0.09,1.8264168480418406,3105.697473054725
BTCJPY,BUY,2025-05-02 03:45:00+00:00,14111660.0,0.01,14085093.0,14217928.0,2025-05-02 04:35:00+00:00,14085093.0,SL_HIT,0.21,-2.028337371497406,3103.6691356832275
BTCUSD,BUY,2025-05-02 10:15:00+00:00,96700.87,0.01,96528.37,97390.87,2025-05-02 11:25:00+00:00,96892.44,SL_HIT,0.16,1.75570000000007,3105.4248356832277
GBPUSD,SELL,2025-05-02 12:25:00+00:00,1.32897,0.01,1.32984,1.32549,2025-05-02 12:40:00+00:00,1.3293,SL_HIT,0.09,-0.4199999999999414,3105.0048356832276
BTCXAU,BUY,2025-05-02 13:45:00+00:00,29.83182,0.01,29.73298,30.22718,2025-05-02 14:10:00+00:00,29.73298,SL_HIT,0.2,-3.5295499383999718,3101.4752857448275
BTCJPY,SELL,2025-05-05 01:15:00+00:00,13670199.0,0.01,13705338.0,13529643.0,2025-05-05 01:30:00+00:00,13529643.0,TP_HIT,0.21,9.410138803334565,3110.885424548162
BTCJPY,SELL,2025-05-05 04:00:00+00:00,13573314.0,0.01,13608564.0,13432314.0,2025-05-05 04:30:00+00:00,13608564.0,SL_HIT,0.21,-2.62263192476695,3108.262792623395
GBPUSD,SELL,2025-05-05 08:00:00+00:00,1.32846,0.01,1.32931,1.32506,2025-05-05 09:15:00+00:00,1.32931,SL_HIT,0.09,-0.9400000000000174,3107.322792623395
BTCXAU,SELL,2025-05-05 09:20:00+00:00,28.97371,0.01,29.02544,28.76679,2025-05-05 09:25:00+00:00,28.76679,TP_HIT,0.2,6.770360919200007,3114.093153542595
BTCJPY,SELL,2025-05-05 10:00:00+00:00,13596574.0,0.01,13619099.0,13506474.0,2025-05-05 11:50:00+00:00,13545843.0,SL_HIT,0.21,3.262205111357508,3117.3553586539524
BTCJPY,SELL,2025-05-05 12:00:00+00:00,13603713.0,0.01,13625893.0,13514993.0,2025-05-05 12:10:00+00:00,13553268.0,SL_HIT,0.21,3.2426302821239377,3120.5979889360765
USDCHF,SELL,2025-05-05 12:20:00+00:00,0.8229,0.01,0.82352,0.82042,2025-05-05 14:00:00+00:00,0.82305,SL_HIT,0.1,-0.28335166850016313,3120.3146372675765
XAUUSD,BUY,2025-05-05 14:05:00+00:00,3314.955,0.01,3310.039,3334.619,2025-05-05 15:05:00+00:00,3310.039,SL_HIT,0.11,-5.025999999999713,3115.2886372675766
BTCUSD,SELL,2025-05-05 15:10:00+00:00,93948.87,0.01,94104.31,93327.11,2025-05-05 16:00:00+00:00,93879.04,SL_HIT,0.16,0.5383000000000174,3115.826937267577
XAUUSD,BUY,2025-05-06 07:20:00+00:00,3370.03,0.01,3364.051,3393.946,2025-05-06 10:40:00+00:00,3377.108,SL_HIT,0.11,6.967999999999974,3122.7949372675766
XAUUSD,BUY,2025-05-06 10:50:00+00:00,3370.03,0.01,3364.108,3393.718,2025-05-06 11:25:00+00:00,3381.133,SL_HIT,0.11,10.992999999999611,3133.787937267576
BTCXAU,SELL,2025-05-06 11:30:00+00:00,28.0462,0.01,28.10103,27.82688,2025-05-06 11:35:00+00:00,27.82688,TP_HIT,0.2,7.188070543199991,3140.976007810776
BTCXAU,SELL,2025-05-06 11:50:00+00:00,27.73811,0.01,27.79556,27.50831,2025-05-06 12:00:00+00:00,27.79556,SL_HIT,0.2,-2.1352756369999777,3138.840732173776
GBPUSD,BUY,2025-05-06 12:15:00+00:00,1.3374,0.01,1.33645,1.3412,2025-05-06 13:00:00+00:00,1.33851,SL_HIT,0.09,1.020000000000166,3139.860732173776
BTCJPY,SELL,2025-05-06 13:05:00+00:00,13385039.0,0.01,13411298.0,13280003.0,2025-05-06 14:05:00+00:00,13401823.0,SL_HIT,0.21,-1.3587550134833615,3138.5019771602924
GBPUSD,BUY,2025-05-06 14:20:00+00:00,1.33745,0.01,1.33647,1.34137,2025-05-06 14:45:00+00:00,1.33816,SL_HIT,0.09,0.6199999999999883,3139.1219771602923
BTCUSD,BUY,2025-05-07 07:25:00+00:00,96616.18,0.01,96469.23,97203.98,2025-05-07 08:05:00+00:00,96850.9,SL_HIT,0.16,2.1872000000000114,3141.309177160292
ETHUSD,BUY,2025-05-07 09:40:00+00:00,1844.53,0.1,1840.27,1861.57,2025-05-07 10:20:00+00:00,1840.27,SL_HIT,0.3,-0.7259999999999991,3140.583177160292
EURUSD,BUY,2025-05-07 10:50:00+00:00,1.13619,0.01,1.1354,1.13935,2025-05-07 11:30:00+00:00,1.13632,SL_HIT,0.07,0.059999999999963444,3140.643177160292
BTCJPY,BUY,2025-05-07 11:45:00+00:00,13900371.0,0.01,13882520.0,13971775.0,2025-05-07 12:05:00+00:00,13901822.0,SL_HIT,0.21,-0.11068854119611787,3140.532488619096
BTCJPY,BUY,2025-05-07 12:15:00+00:00,13903299.0,0.01,13885969.0,13972619.0,2025-05-07 12:30:00+00:00,13893927.0,SL_HIT,0.21,-0.8514520964231448,3139.681036522673
