Symbol,Type,EntryTimeUTC,EntryPrice,LotSize,SL,TP,ExitTimeUTC,ExitPrice,Status,Commission,PnL_Currency,BalanceAfterTrade
BTCXAU,SELL,2025-06-14 09:46:00+00:00,30.58684,0.01,30.59715,30.5456,2025-06-14 09:51:00+00:00,30.5456,TP_HIT,0.2,1.189221362399946,204.97549522624482
ETHUSD,SELL,2025-06-14 09:55:00+00:00,2525.76,0.1,2528.36,2515.36,2025-06-14 10:07:00+00:00,2528.36,SL_HIT,0.3,-0.559999999999991,204.41549522624481
ETHUSD,SELL,2025-06-14 10:09:00+00:00,2525.76,0.1,2528.34,2515.44,2025-06-14 10:13:00+00:00,2528.34,SL_HIT,0.3,-0.5579999999999927,203.85749522624482
BTCUSD,SELL,2025-06-14 11:12:00+00:00,104993.54,0.01,105038.83,104812.38,2025-06-14 11:18:00+00:00,105038.83,SL_HIT,0.16,-0.6129000000000815,203.24459522624474
BTCUSD,SELL,2025-06-14 11:41:00+00:00,105014.43,0.01,105064.86,104812.71,2025-06-14 11:50:00+00:00,105064.86,SL_HIT,0.16,-0.6643000000000757,202.58029522624466
ETHUSD,SELL,2025-06-14 12:11:00+00:00,2534.93,0.1,2537.29,2525.49,2025-06-14 12:16:00+00:00,2537.29,SL_HIT,0.3,-0.5360000000000127,202.04429522624466
ETHUSD,SELL,2025-06-15 08:19:00+00:00,2524.49,0.1,2527.14,2513.89,2025-06-15 08:24:00+00:00,2527.14,SL_HIT,0.3,-0.565000000000009,201.47929522624466
ETHUSD,SELL,2025-06-15 08:47:00+00:00,2524.26,0.1,2526.37,2515.82,2025-06-15 09:10:00+00:00,2515.82,TP_HIT,0.3,0.5440000000000056,202.02329522624467
ETHUSD,SELL,2025-06-15 09:12:00+00:00,2524.02,0.1,2526.14,2515.54,2025-06-15 09:15:00+00:00,2515.54,TP_HIT,0.3,0.5480000000000018,202.57129522624467
ETHUSD,SELL,2025-06-15 09:18:00+00:00,2515.09,0.1,2517.64,2504.89,2025-06-15 09:23:00+00:00,2517.64,SL_HIT,0.3,-0.5549999999999727,202.0162952262447
ETHUSD,SELL,2025-06-15 09:28:00+00:00,2516.41,0.1,2519.53,2503.93,2025-06-15 09:39:00+00:00,2515.91,SL_HIT,0.3,-0.25,201.7662952262447
ETHUSD,SELL,2025-06-15 09:58:00+00:00,2512.39,0.1,2514.74,2502.99,2025-06-15 10:01:00+00:00,2514.74,SL_HIT,0.3,-0.5349999999999909,201.2312952262447
BTCXAU,SELL,2025-06-15 10:36:00+00:00,30.60356,0.01,30.61604,30.55364,2025-06-15 10:41:00+00:00,30.60857,SL_HIT,0.2,-0.3687681625999537,200.86252706364473
ETHUSD,SELL,2025-06-15 11:17:00+00:00,2520.67,0.1,2522.92,2511.67,2025-06-15 11:24:00+00:00,2520.33,SL_HIT,0.3,-0.2659999999999854,200.59652706364474
BTCJPY,BUY,2025-06-16 04:12:00+00:00,15319369.0,0.01,15312463.0,15346993.0,2025-06-16 04:21:00+00:00,15346993.0,TP_HIT,0.21,1.6806821075109852,202.27720917115573
BTCJPY,BUY,2025-06-16 04:44:00+00:00,15358033.0,0.01,15342144.0,15421589.0,2025-06-16 04:45:00+00:00,15342144.0,SL_HIT,0.21,-1.2974981178048812,200.97971105335085
BTCJPY,BUY,2025-06-16 04:57:00+00:00,15357309.0,0.01,15344893.0,15406973.0,2025-06-16 05:02:00+00:00,15369321.0,SL_HIT,0.21,0.6121428278099463,201.5918538811608
BTCJPY,BUY,2025-06-16 05:04:00+00:00,15355345.0,0.01,15343474.0,15402829.0,2025-06-16 05:06:00+00:00,15369822.0,SL_HIT,0.21,0.7808559538964861,202.3727098350573
